STATE,CITY,COUNTY_LOCATION_DEFINED,BEG_DATE,END_DATE,RATE
TX,Houston,Montgomery / Fort Bend / Harris,2/1/2016,5/31/2016,$147.00 
TX,Houston,Montgomery / Fort Bend / Harris,6/1/2016,9/30/2016,$131.00 
TX,Laredo,Webb,10/1/2015,9/30/2016,$99.00 
TX,McAllen,Hidalgo,10/1/2015,9/30/2016,$93.00 
TX,Midland,Midland,10/1/2015,10/31/2015,$185.00 
TX,Midland,Midland,11/1/2015,1/31/2016,$174.00 
TX,Midland,Midland,2/1/2016,9/30/2016,$185.00 
TX,Pearsall,Frio / Medina / La Salle,10/1/2015,3/31/2016,$119.00 
TX,Pearsall,Frio / Medina / La Salle,4/1/2016,5/31/2016,$142.00 
TX,Pearsall,Frio / Medina / La Salle,6/1/2016,9/30/2016,$119.00 
TX,Pecos,Reeves,10/1/2015,9/30/2016,$152.00 
TX,Plano,Collin,10/1/2015,9/30/2016,$114.00 
TX,Round Rock ,Williamson,10/1/2015,9/30/2016,$96.00 
TX,San Angelo,Tom Green,10/1/2015,9/30/2016,$136.00 
TX,San Antonio,Bexar,10/1/2015,9/30/2016,$120.00 
TX,South Padre Island,Cameron,10/1/2015,5/31/2016,$89.00 
TX,South Padre Island,Cameron,6/1/2016,8/31/2016,$117.00 
TX,South Padre Island,Cameron,9/1/2016,9/30/2016,$89.00 
TX,Waco,McLennan,10/1/2015,9/30/2016,$93.00 
VA,Abingdon,Washington,10/1/2015,9/30/2016,$98.00 
VA,Blacksburg,Montgomery,10/1/2015,9/30/2016,$100.00 
VA,Charlottesville,City of Charlottesville / Albemarle / Greene,10/1/2015,9/30/2016,$128.00 
VA,Loudoun,Loudoun,10/1/2015,9/30/2016,$97.00 
VA,Lynchburg,Campbell / Lynchburg City,10/1/2015,9/30/2016,$94.00 
VA,Richmond,City of Richmond,10/1/2015,9/30/2016,$121.00 
VA,Roanoke,City limits of Roanoke,10/1/2015,9/30/2016,$104.00 
VA,Virginia Beach,City of Virginia Beach,10/1/2015,5/31/2016,$96.00 
VA,Virginia Beach,City of Virginia Beach,6/1/2016,8/31/2016,$176.00 
VA,Virginia Beach,City of Virginia Beach,9/1/2016,9/30/2016,$96.00 
VA,Wallops Island,Accomack,10/1/2015,6/30/2016,$99.00 
VA,Wallops Island,Accomack,7/1/2016,8/31/2016,$180.00 
VA,Wallops Island,Accomack,9/1/2016,9/30/2016,$99.00 
VA,Warrenton ,Fauquier,10/1/2015,9/30/2016,$98.00 
VA,Williamsburg,James City County/ York County/ City of Williamsburg,10/1/2015,2/29/2016,$89.00 
VA,York,James City County/ York County/ City of Williamsburg,10/1/2015,2/29/2016,$89.00 
VA,Williamsburg,James City County/ York County/ City of Williamsburg,3/1/2015,8/31/2016,$96.00 
VA,York,James City County/ York County/ City of Williamsburg,3/1/2015,8/31/2016,$96.00 
VA,Williamsburg,James City County/ York County/ City of Williamsburg,9/1/2016,9/30/2016,$89.00 
VA,York,James City County/ York County/ City of Williamsburg,9/1/2016,9/30/2016,$89.00 
VT,Burlington,Chittenden / Franklin / Addison,10/1/2015,10/31/2015,$128.00 
VT,St. Albans,Chittenden / Franklin / Addison,10/1/2015,10/31/2015,$128.00 
VT,Middlebury,Chittenden / Franklin / Addison,10/1/2015,10/31/2015,$128.00 
VT,Burlington,Chittenden / Franklin / Addison,11/1/2015,4/30/2016,$104.00 
VT,St. Albans,Chittenden / Franklin / Addison,11/1/2015,4/30/2016,$104.00 
VT,Middlebury,Chittenden / Franklin / Addison,11/1/2015,4/30/2016,$104.00 
VT,Burlington,Chittenden / Franklin / Addison,5/1/2016,9/30/2016,$128.00 
VT,St. Albans,Chittenden / Franklin / Addison,5/1/2016,9/30/2016,$128.00 
VT,Middlebury,Chittenden / Franklin / Addison,5/1/2016,9/30/2016,$128.00 
VT,Manchester,Bennington,10/1/2015,10/31/2015,$119.00 
VT,Manchester,Bennington,11/1/2015,6/30/2016,$98.00 
VT,Manchester,Bennington,7/1/2016,9/30/2016,$119.00 
VT,Montpelier,Washington,10/1/2015,9/30/2016,$115.00 
VT,Stowe ,Lamoille,10/1/2015,10/31/2015,$136.00 
VT,Stowe ,Lamoille,11/1/2015,6/30/2016,$119.00 
VT,Stowe ,Lamoille,7/1/2016,9/30/2016,$136.00 
VT,White River Junction,Windsor,10/1/2015,9/30/2016,$100.00 
WA,Everett,Snohomish,10/1/2015,9/30/2016,$113.00 
WA,Lynnwood,Snohomish,10/1/2015,9/30/2016,$113.00 
WA,Ocean Shores,Grays Harbor,10/1/2015,6/30/2016,$89.00 
WA,Ocean Shores,Grays Harbor,7/1/2016,8/31/2016,$110.00 
WA,Ocean Shores,Grays Harbor,9/1/2016,9/30/2016,$89.00 
WA,Olympia,Thurston,10/1/2015,9/30/2016,$99.00 
WA,Tumwater,Thurston,10/1/2015,9/30/2016,$99.00 
WA,Port Angeles,Clallam / Jefferson,10/1/2015,6/30/2016,$100.00 
WA,Port Townsend,Clallam / Jefferson,10/1/2015,6/30/2016,$100.00 
WA,Port Angeles,Clallam / Jefferson,7/1/2016,8/31/2016,$137.00 
WA,Port Townsend,Clallam / Jefferson,7/1/2016,8/31/2016,$137.00 
WA,Port Angeles,Clallam / Jefferson,9/1/2016,9/30/2016,$100.00 
WA,Port Townsend,Clallam / Jefferson,9/1/2016,9/30/2016,$100.00 
WA,Richland,Benton / Franklin,10/1/2015,9/30/2016,$94.00 
WA,Pasco,Benton / Franklin,10/1/2015,9/30/2016,$94.00 
WA,Seattle,King,10/1/2015,10/31/2015,$202.00 
WA,Seattle,King,11/1/2015,4/30/2016,$157.00 
WA,Seattle,King,5/1/2016,9/30/2016,$202.00 
WA,Spokane,Spokane,10/1/2015,9/30/2016,$96.00 
WA,Tacoma,Pierce,10/1/2015,9/30/2016,$112.00 
WA,Vancouver,Clark / Cowlitz / Skamania,10/1/2015,9/30/2016,$151.00 
WI,Appleton,Outagamie,10/1/2015,9/30/2016,$92.00 
WI,Brookfield,Waukesha / Racine,10/1/2015,9/30/2016,$97.00 
WI,Racine,Waukesha / Racine,10/1/2015,9/30/2016,$97.00 
WI,Madison,Dane,10/1/2015,10/31/2015,$127.00 
WI,Madison,Dane,11/1/2015,8/31/2016,$105.00 
WI,Madison,Dane,9/1/2016,9/30/2016,$127.00 
WI,Milwaukee,Milwaukee,10/1/2015,9/30/2016,$115.00 
WI,Sheboygan,Sheboygan ,10/1/2015,5/31/2016,$89.00 
WI,Sheboygan,Sheboygan ,6/1/2016,8/31/2016,$94.00 
WI,Sheboygan,Sheboygan ,9/1/2016,9/30/2016,$89.00 
WI,Sturgeon Bay,Door,10/1/2015,6/30/2016,$89.00 
WI,Sturgeon Bay,Door,7/1/2016,8/31/2016,$93.00 
WI,Sturgeon Bay,Door,9/1/2016,9/30/2016,$89.00 
WI,Wisconsin Dells,Columbia,10/1/2015,5/31/2016,$92.00 
WI,Wisconsin Dells,Columbia,6/1/2016,9/30/2016,$116.00 
WV,Charleston,Kanawha,10/1/2015,9/30/2016,$107.00 
WV,Morgantown,Monongalia,10/1/2015,9/30/2016,$102.00 
WV,Wheeling,Ohio,10/1/2015,9/30/2016,$119.00 
WY,Cody,Park,10/1/2015,5/31/2016,$102.00 
WY,Cody,Park,6/1/2016,9/30/2016,$139.00 
WY,Evanston,Sweetwater / Uinta,10/1/2015,9/30/2016,$97.00 
WY,Rock Springs,Sweetwater / Uinta,10/1/2015,9/30/2016,$97.00 
WY,Gillette,Campbell,10/1/2015,9/30/2016,$104.00 
WY,Jackson,Teton / Sublette,10/1/2015,5/31/2016,$119.00 
WY,Pinedale,Teton / Sublette,10/1/2015,5/31/2016,$119.00 
WY,Jackson,Teton / Sublette,6/1/2016,9/30/2016,$179.00 
WY,Pinedale,Teton / Sublette,6/1/2016,9/30/2016,$179.00 
UT,Beaver,Beaver,7/1/2016,6/30/2017,$75.00 
UT,Blanding,San Juan ,7/1/2016,6/30/2017,$75.00 
UT,Bluff,San Juan ,7/1/2016,6/30/2017,$90.00 
UT,Brigham City,Box Elder,7/1/2016,6/30/2017,$80.00 
UT,Bryce Canyon City,Garfield,7/1/2016,6/30/2017,$75.00 
UT,Cedar City,Iron,7/1/2016,6/30/2017,$80.00 
UT,Duchesne,Duchesne,7/1/2016,6/30/2017,$80.00 
UT,Ephraim,Sanpete,7/1/2016,6/30/2017,$75.00 
UT,Farmington,Davis,7/1/2016,6/30/2017,$85.00 
UT,Fillmore,Millard,7/1/2016,6/30/2017,$75.00 
UT,Garden City,Rich,7/1/2016,6/30/2017,$80.00 
UT,Green River,Emery,7/1/2016,6/30/2017,$85.00 
UT,Heber,Wasatch,7/1/2016,6/30/2017,$85.00 
UT,Kanab,Kane,7/1/2016,6/30/2017,$85.00 
UT,Layton,Davis,7/1/2016,6/30/2017,$85.00 
UT,Logan,Cache,7/1/2016,6/30/2017,$85.00 
UT,Moab,Grand,7/1/2016,6/30/2017,$100.00 
UT,Monticello,San Juan ,7/1/2016,6/30/2017,$80.00 
UT,Ogden,Weber,7/1/2016,6/30/2017,$85.00 
UT,Park City,Summit,7/1/2016,6/30/2017,$100.00 
UT,Midway,Wasatch,7/1/2016,6/30/2017,$100.00 
UT,Price,Carbon,7/1/2016,6/30/2017,$75.00 
UT,Provo,Utah,7/1/2016,6/30/2017,$85.00 
UT,Orem,Utah,7/1/2016,6/30/2017,$85.00 
UT,Lehi,Utah,7/1/2016,6/30/2017,$85.00 
UT,American Fork,Utah,7/1/2016,6/30/2017,$85.00 
UT,Springville,Utah,7/1/2016,6/30/2017,$85.00 
UT,Roosevelt,Duchesne,7/1/2016,6/30/2017,$90.00 
UT,Ballard,Uintah,7/1/2016,6/30/2017,$90.00 
UT,Salt Lake City,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Centerville,Davis,7/1/2016,6/30/2017,$100.00 
UT,Bountiful,Davis,7/1/2016,6/30/2017,$100.00 
UT,North Salt Lake,Davis,7/1/2016,6/30/2017,$100.00 
UT,West Bountiful,Davis,7/1/2016,6/30/2017,$100.00 
UT,Woods Cross,Davis,7/1/2016,6/30/2017,$100.00 
UT,West Valley City,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,West Jordan,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,South Jordan,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Sandy,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Draper,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Riverton,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Tooele,Tooele,7/1/2016,6/30/2017,$100.00 
UT,Murray,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Midvale,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Alta,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Copperton,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Cottonwood Heights,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Emigration Canyon,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Herriman,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Holladay,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Kearns,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Magna,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Millcreek,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,South Salt Lake,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Taylorsville,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,White City,Salt Lake ,7/1/2016,6/30/2017,$100.00 
UT,Cedar City,Iron,7/1/2015,6/30/2016,$75.00 
UT,Ephraim,Sanpete,7/1/2015,6/30/2016,$75.00 
UT,Farmington,Davis,7/1/2015,6/30/2016,$85.00 
UT,Fillmore,Millard,7/1/2015,6/30/2016,$75.00 
UT,Garden City,Rich,7/1/2015,6/30/2016,$80.00 
UT,Green River,Emery,7/1/2015,6/30/2016,$85.00 
UT,Heber,Wasatch,7/1/2015,6/30/2016,$90.00 
UT,Kanab,Kane,7/1/2015,6/30/2016,$80.00 
UT,Layton,Davis,7/1/2015,6/30/2016,$80.00 
UT,Logan,Cache,7/1/2015,6/30/2016,$80.00 
UT,Moab,Grand,7/1/2015,6/30/2016,$100.00 
UT,Monticello,San Juan ,7/1/2015,6/30/2016,$80.00 
UT,Ogden,Weber,7/1/2015,6/30/2016,$80.00 
UT,Park City,Summit,7/1/2015,6/30/2016,$90.00 
UT, Midway,Wasatch,7/1/2015,6/30/2016,$90.00 
UT,Price,Carbon,7/1/2015,6/30/2016,$75.00 
UT,Provo,Utah,7/1/2015,6/30/2016,$85.00 
UT,Orem,Utah,7/1/2015,6/30/2016,$85.00 
UT,Lehi,Utah,7/1/2015,6/30/2016,$85.00 
UT,American Fork,Utah,7/1/2015,6/30/2016,$85.00 
UT,Springville,Utah,7/1/2015,6/30/2016,$85.00 
UT,Roosevelt,Duchesne,7/1/2015,6/30/2016,$95.00 
UT,Ballard,Uintah,7/1/2015,6/30/2016,$95.00 
UT,Naples,Uintah,7/1/2015,6/30/2016,$95.00 
UT,Salt Lake City,Salt Lake ,7/1/2015,6/30/2016,$100.00 
UT,Centerville,Davis,7/1/2015,6/30/2016,$101.00 
UT,Bountiful,Davis,7/1/2015,6/30/2016,$102.00 
UT,North Salt Lake,Davis,7/1/2015,6/30/2016,$103.00 
UT,West Bountiful,Davis,7/1/2015,6/30/2016,$104.00 
UT,Woods Cross,Davis,7/1/2015,6/30/2016,$105.00 
UT,West Valley City,Salt Lake ,7/1/2015,6/30/2016,$106.00 
UT,West Jordan,Salt Lake ,7/1/2015,6/30/2016,$107.00 
UT,South Jordan,Salt Lake ,7/1/2015,6/30/2016,$108.00 
UT,Sandy,Salt Lake ,7/1/2015,6/30/2016,$109.00 
UT,Draper,Salt Lake ,7/1/2015,6/30/2016,$110.00 
UT,Riverton,Salt Lake ,7/1/2015,6/30/2016,$111.00 
UT,Tooele,Tooele,7/1/2015,6/30/2016,$112.00 
UT,Murray,Salt Lake ,7/1/2015,6/30/2016,$113.00 
UT,Midvale,Salt Lake ,7/1/2015,6/30/2016,$114.00 
UT,Alta,Salt Lake ,7/1/2015,6/30/2016,$115.00 
UT,Copperton,Salt Lake ,7/1/2015,6/30/2016,$116.00 
UT,Cottonwood Heights,Salt Lake ,7/1/2015,6/30/2016,$117.00 
UT,Emigration Canyon,Salt Lake ,7/1/2015,6/30/2016,$118.00 
UT,Herriman,Salt Lake ,7/1/2015,6/30/2016,$119.00 
UT,Holladay,Salt Lake ,7/1/2015,6/30/2016,$120.00 
UT,Kearns,Salt Lake ,7/1/2015,6/30/2016,$121.00 
UT,Magna,Salt Lake ,7/1/2015,6/30/2016,$122.00 
UT,Millcreek,Salt Lake ,7/1/2015,6/30/2016,$123.00 
UT,South Salt Lake,Salt Lake ,7/1/2015,6/30/2016,$124.00 
UT,Taylorsville,Salt Lake ,7/1/2015,6/30/2016,$125.00 
UT,White City,Salt Lake ,7/1/2015,6/30/2016,$126.00 
UT,St George,Washington,7/1/2015,6/30/2016,$80.00 
UT,Washington,Washington,7/1/2015,6/30/2016,$80.00 
UT,Springdale,Washington,7/1/2015,6/30/2016,$80.00 
UT,Hurricane,Washington,7/1/2015,6/30/2016,$80.00 
UT,Torrey,Wayne,7/1/2015,6/30/2016,$80.00 
UT,Tremonton,Box Elder,7/1/2015,6/30/2016,$90.00 
UT,Vernal,Uintah,7/1/2015,6/30/2016,$95.00 
AL,Birmingham,Jefferson / Shelby,10/1/2014,9/30/2015,$92.00 
AL,Gulf Shores,Baldwin,10/1/2014,2/28/2015,$100.00 
AL,Gulf Shores,Baldwin,3/1/2015,7/31/2015,$128.00 
AL,Gulf Shores,Baldwin,8/1/2015,9/30/2015,$100.00 
AL,Huntsville,Madison / Limestone,10/1/2014,9/30/2015,$86.00 
AL,Mobile,Mobile,10/1/2014,12/31/2014,$86.00 
AL,Mobile,Mobile,1/1/2015,2/28/2015,$95.00 
AL,Mobile,Mobile,3/1/2015,9/30/2015,$86.00 
AR,Hot Springs,Garland,10/1/2014,9/30/2015,$100.00 
AR,Little Rock,Pulaski,10/1/2014,9/30/2015,$89.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,10/1/2014,2/28/2015,$83.00 
AZ,Grand Canyon,Coconino / Yavapai less the city of Sedona,3/1/2015,9/30/2015,$112.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,10/1/2014,2/28/2015,$83.00 
AZ,Flagstaff,Coconino / Yavapai less the city of Sedona,3/1/2015,9/30/2015,$112.00 
AZ,Kayenta,Navajo,10/1/2014,9/30/2015,$109.00 
AZ,Phoenix  ,Maricopa,10/1/2014,12/31/2014,$106.00 
AZ,Phoenix  ,Maricopa,1/1/2015,3/31/2015,$141.00 
AZ,Phoenix  ,Maricopa,4/1/2015,5/31/2015,$113.00 
AZ,Phoenix  ,Maricopa,6/1/2015,8/31/2015,$83.00 
AZ,Phoenix  ,Maricopa,9/1/2015,9/30/2015,$106.00 
AZ,Scottsdale,Maricopa,10/1/2014,12/31/2014,$106.00 
AZ,Scottsdale,Maricopa,1/1/2015,3/31/2015,$141.00 
AZ,Scottsdale,Maricopa,4/1/2015,5/31/2015,$113.00 
AZ,Scottsdale,Maricopa,6/1/2015,8/31/2015,$83.00 
AZ,Scottsdale,Maricopa,9/1/2015,9/30/2015,$106.00 
AZ,Sedona,City Limits of Sedona,10/1/2014,2/28/2015,$131.00 
AZ,Sedona,City Limits of Sedona,3/1/2015,5/31/2015,$150.00 
AZ,Sedona,City Limits of Sedona,6/1/2015,9/30/2015,$131.00 
AZ,Tucson,Pima,10/1/2014,1/31/2015,$86.00 
AZ,Tucson,Pima,2/1/2015,5/31/2015,$100.00 
AZ,Tucson,Pima,6/1/2015,8/31/2015,$83.00 
AZ,Tucson,Pima,9/1/2015,9/30/2015,$86.00 
CA,Antioch,Contra Costa,10/1/2014,9/30/2015,$122.00 
CA,Brentwood,Contra Costa,10/1/2014,9/30/2015,$122.00 
CA,Concord,Contra Costa,10/1/2014,9/30/2015,$122.00 
CA,Bakersfield,Kern,10/1/2014,9/30/2015,$92.00 
CA,Ridgecrest,Kern,10/1/2014,9/30/2015,$92.00 
CA,Barstow,San Bernardino,10/1/2014,9/30/2015,$98.00 
CA,Ontario,San Bernardino,10/1/2014,9/30/2015,$98.00 
CA,Victorville,San Bernardino,10/1/2014,9/30/2015,$98.00 
CA,Death Valley,Inyo ,10/1/2014,9/30/2015,$100.00 
CA,Eureka,Humboldt,10/1/2014,6/30/2015,$91.00 
CA,Eureka,Humboldt,7/1/2015,8/31/2015,$109.00 
CA,Eureka,Humboldt,9/1/2015,9/30/2015,$91.00 
CA,Arcata,Humboldt,10/1/2014,6/30/2015,$91.00 
CA,Arcata,Humboldt,7/1/2015,8/31/2015,$109.00 
CA,Arcata,Humboldt,9/1/2015,9/30/2015,$91.00 
CA,McKinleyville,Humboldt,10/1/2014,6/30/2015,$91.00 
CA,McKinleyville,Humboldt,7/1/2015,8/31/2015,$109.00 
CA,McKinleyville,Humboldt,9/1/2015,9/30/2015,$91.00 
CA,Fresno,Fresno,10/1/2014,9/30/2015,$89.00 
CA,Los Angeles,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,10/1/2014,9/30/2015,$138.00 
CA,Edwards AFB,Los Angeles / Orange / Ventura / Edwards AFB less the city of Santa Monica,10/1/2014,9/30/2015,$138.00 
CA,Mammoth Lakes,Mono,10/1/2014,11/30/2014,$102.00 
CA,Mammoth Lakes,Mono,12/1/2014,3/31/2015,$128.00 
CA,Mammoth Lakes,Mono,4/1/2015,9/30/2015,$102.00 
CA,Mill Valley,Marin,10/1/2014,9/30/2015,$133.00 
CA,San Rafael,Marin,10/1/2014,9/30/2015,$133.00 
CA,Novato,Marin,10/1/2014,9/30/2015,$133.00 
CA,Modesto,Stanislaus,10/1/2014,9/30/2015,$85.00 
CA,Monterey,Monterey,10/1/2014,6/30/2015,$131.00 
CA,Monterey,Monterey,7/1/2015,8/31/2015,$166.00 
CA,Monterey,Monterey,9/1/2015,9/30/2015,$131.00 
CA,Napa,Napa,10/1/2014,11/30/2014,$171.00 
CA,Napa,Napa,12/1/2014,1/31/2015,$131.00 
CA,Napa,Napa,2/1/2015,9/30/2015,$171.00 
CA,Oakhurst,Madera ,10/1/2014,5/31/2015,$87.00 
CA,Oakhurst,Madera ,6/1/2015,8/31/2015,$111.00 
CA,Oakhurst,Madera ,9/1/2015,9/30/2015,$87.00 
CA,Oakland,Alameda,10/1/2014,9/30/2015,$124.00 
CA,Palm Springs,Riverside,10/1/2014,12/31/2014,$110.00 
CA,Palm Springs,Riverside,1/1/2015,5/31/2015,$128.00 
CA,Palm Springs,Riverside,6/1/2015,9/30/2015,$90.00 
CA,Point Arena,Mendocino,10/1/2014,9/30/2015,$96.00 
CA,Gualala,Mendocino,10/1/2014,9/30/2015,$96.00 
CA,Redding,Shasta,10/1/2014,9/30/2015,$89.00 
CA,Sacramento,Sacramento,10/1/2014,9/30/2015,$107.00 
CA,San Diego,San Diego,10/1/2014,9/30/2015,$142.00 
CA,San Francisco,San Francisco,10/1/2014,10/31/2014,$251.00 
CA,San Francisco,San Francisco,11/1/2014,12/31/2014,$209.00 
CA,San Francisco,San Francisco,1/1/2015,8/31/2015,$219.00 
CA,San Francisco,San Francisco,9/1/2015,9/30/2015,$251.00 
CA,San Luis Obispo,San Luis Obispo,10/1/2014,9/30/2015,$111.00 
CA,San Mateo,San Mateo,10/1/2014,9/30/2015,$155.00 
CA,Foster City,San Mateo,10/1/2014,9/30/2015,$155.00 
CA,Belmont,San Mateo,10/1/2014,9/30/2015,$155.00 
CA,Santa Barbara,Santa Barbara,10/1/2014,6/30/2015,$151.00 
CA,Santa Barbara,Santa Barbara,7/1/2015,8/31/2015,$200.00 
CA,Santa Barbara,Santa Barbara,9/1/2015,9/30/2015,$151.00 
CA,Santa Cruz,Santa Cruz,10/1/2014,5/31/2015,$128.00 
CA,Santa Cruz,Santa Cruz,6/1/2015,8/31/2015,$168.00 
CA,Santa Cruz,Santa Cruz,9/1/2015,9/30/2015,$128.00 
CA,Santa Monica ,City limits of Santa Monica,10/1/2014,12/31/2014,$190.00 
CA,Santa Monica ,City limits of Santa Monica,1/1/2015,5/31/2015,$202.00 
CA,Santa Monica ,City limits of Santa Monica,6/1/2015,8/31/2015,$230.00 
CA,Santa Monica ,City limits of Santa Monica,9/1/2015,9/30/2015,$190.00 
CA,Santa Rosa,Sonoma,10/1/2014,9/30/2015,$121.00 
CA,South Lake Tahoe,El Dorado,10/1/2014,9/30/2015,$114.00 
CA,Stockton ,San Joaquin,10/1/2014,9/30/2015,$93.00 
CA,Sunnyvale,Santa Clara,10/1/2014,9/30/2015,$162.00 
CA,Palo Alto,Santa Clara,10/1/2014,9/30/2015,$162.00 
CA,San Jose,Santa Clara,10/1/2014,9/30/2015,$162.00 
CA,Tahoe City,Placer,10/1/2014,9/30/2015,$87.00 
CA,Truckee,Nevada ,10/1/2014,9/30/2015,$106.00 
CA,Visalia,Tulare / Kings,10/1/2014,9/30/2015,$88.00 
CA,Lemoore,Tulare / Kings,10/1/2014,9/30/2015,$88.00 
CA,West Sacramento,Yolo,10/1/2014,9/30/2015,$108.00 
CA,Davis,Yolo,10/1/2014,9/30/2015,$108.00 
CA,Yosemite National Park,Mariposa,10/1/2014,11/30/2014,$90.00 
CA,Yosemite National Park,Mariposa,12/1/2014,5/31/2015,$113.00 
CA,Yosemite National Park,Mariposa,6/1/2015,8/31/2015,$124.00 
CA,Yosemite National Park,Mariposa,9/1/2015,9/30/2015,$90.00 
CO,Aspen,Pitkin,10/1/2014,11/30/2014,$116.00 
CO,Aspen,Pitkin,12/1/2014,3/31/2015,$270.00 
CO,Aspen,Pitkin,4/1/2015,5/31/2015,$117.00 
CO,Aspen,Pitkin,6/1/2015,8/31/2015,$201.00 
CO,Aspen,Pitkin,9/1/2015,9/30/2015,$116.00 
CO,Boulder,Boulder / Broomfield,10/1/2014,9/30/2015,$114.00 
CO,Broomfield,Boulder / Broomfield,10/1/2014,9/30/2015,$114.00 
CO,Colorado Springs,El Paso,10/1/2014,9/30/2015,$89.00 
CO,Cortez,Montezuma,10/1/2014,5/31/2015,$88.00 
CO,Cortez,Montezuma,6/1/2015,9/30/2015,$111.00 
CO,Crested Butte,Gunnison,10/1/2014,9/30/2015,$95.00 
CO,Gunnison,Gunnison,10/1/2014,9/30/2015,$95.00 
CO,Denver,Denver / Adams / Arapahoe / Jefferson,10/1/2014,9/30/2015,$163.00 
CO,Aurora,Denver / Adams / Arapahoe / Jefferson,10/1/2014,9/30/2015,$163.00 
CO,Douglas ,Douglas,10/1/2014,9/30/2015,$108.00 
CO,Durango,La Plata,10/1/2014,5/31/2015,$97.00 
CO,Durango,La Plata,6/1/2015,9/30/2015,$141.00 
CO,Fort Collins,Larimer,10/1/2014,9/30/2015,$98.00 
CO,Loveland,Larimer,10/1/2014,9/30/2015,$98.00 
CO,Montrose,Montrose,10/1/2014,9/30/2015,$87.00 
CO,Silverthorne,Summit,10/1/2014,11/30/2014,$94.00 
CO,Silverthorne,Summit,12/1/2014,3/31/2015,$138.00 
CO,Silverthorne,Summit,4/1/2015,5/31/2015,$83.00 
CO,Silverthorne,Summit,6/1/2015,9/30/2015,$94.00 
CO,Breckenridge,Summit,10/1/2014,11/30/2014,$94.00 
CO,Breckenridge,Summit,12/1/2014,3/31/2015,$138.00 
CO,Breckenridge,Summit,4/1/2015,5/31/2015,$83.00 
CO,Breckenridge,Summit,6/1/2015,9/30/2015,$94.00 
CO,Steamboat Springs,Routt,10/1/2014,11/30/2014,$99.00 
CO,Steamboat Springs,Routt,12/1/2014,3/31/2015,$172.00 
CO,Steamboat Springs,Routt,4/1/2015,9/30/2015,$99.00 
CO,Telluride,San Miguel,10/1/2014,11/30/2014,$127.00 
CO,Telluride,San Miguel,12/1/2014,3/31/2015,$334.00 
CO,Telluride,San Miguel,4/1/2015,5/31/2015,$136.00 
CO,Telluride,San Miguel,6/1/2015,9/30/2015,$174.00 
CO,Vail,Eagle,10/1/2014,11/30/2014,$116.00 
CO,Vail,Eagle,12/1/2014,3/31/2015,$312.00 
CO,Vail,Eagle,4/1/2015,6/30/2015,$126.00 
CO,Vail,Eagle,7/1/2015,8/31/2015,$151.00 
CO,Vail,Eagle,9/1/2015,9/30/2015,$116.00 
CT,Bridgeport,Fairfield,10/1/2014,9/30/2015,$125.00 
CT,Danbury,Fairfield,10/1/2014,9/30/2015,$125.00 
CT,Cromwell,Middlesex,10/1/2014,9/30/2015,$93.00 
CT,Old Saybrook,Middlesex,10/1/2014,9/30/2015,$93.00 
CT,Hartford,Hartford,10/1/2014,9/30/2015,$116.00 
CT,New Haven,New Haven,10/1/2014,9/30/2015,$94.00 
CT,New London,New London,10/1/2014,9/30/2015,$98.00 
CT,Groton,New London,10/1/2014,9/30/2015,$98.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",10/1/2014,10/31/2014,$222.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",11/1/2014,2/28/2015,$177.00 
DC,District of Columbia,"Washington DC (also the cities of Alexandria, Falls Church and Fairfax, and the counties of Arlington and Fairfax, in Virginia; and the counties of Montgomery and Prince George's in Maryland)",3/1/2015,6/30/2015,$229.00 
